,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Assets,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,operatingCashFlowPerShare,cashPerShare,Operating Cash Flow per Share,Cash per Share,Shareholders Equity per Share,Income Quality,Tangible Asset Value,Net Current Asset Value,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2019 PRICE VAR [%]
OESX,60300000.0,-0.1412,14672000.0,25038000.0,27653000.0,-12981000.0,-13143000.0,-13128000.0,-13128000.0,-0.46,-0.46,28921170.0,28783830.0,0.2433,-0.2124,-10799000.0,-12810000.0,-13128000.0,-0.218,-0.2177,9424000.0,9424000.0,29453000.0,12894000.0,45325000.0,16424000.0,21901000.0,-95494000.0,23424000.0,3467000.0,4670000.0,2011000.0,-4415000.0,-585000.0,-585000.0,-2883000.0,-7883000.0,-5000000.0,1.3303916161059,1.793,1.1056989771066998,0.57379444715051,-0.1534,0.3274,-0.1534,0.3274,0.8138,0.3363,42457000.0,7552000.0,-0.0203,-0.1537,-0.0342,-0.0362,-0.0684,-0.0455,-0.0455,0.0223,-1.32,-0.2696,-0.0932,Technology,1,399.99997331135376
OFLX,108313000.0,0.064,66096000.0,34917000.0,39856000.0,26240000.0,26590000.0,20139000.0,20139000.0,2.0,2.0,10091822.0,10092000.0,0.6102,0.2455,27133000.0,26590000.0,20277000.0,0.2455,0.1859,32392000.0,47336000.0,73622000.0,8378000.0,86836000.0,18405000.0,20515000.0,56110000.0,66069000.0,1859000.0,15630000.0,543000.0,21058000.0,-1924000.0,-16868000.0,-9775000.0,-5585000.0,19134000.0,1.2473282970197,4.0,3.4657430046183,1.7599565335507,2.0866,3.2097,2.0866,3.2097,6.5467,1.0456,83310000.0,53107000.0,-0.1906,0.0701,0.1028,0.0852,0.2859,0.2903,0.2903,0.0,0.1668,0.1264,0.0193,Industrials,1,103.91382403662432
OGCP,732000000.0,0.10542145833333333,540387901.9989221,53000000.0,299728140.7624805,191000000.0,186033954.26825917,116000000.0,116000000.0,0.39,0.39,297000000.0,297000000.0,0.0,0.16530054644809,370000000.0,121000000.0,116000000.0,0.0,0.15846994535519,205000000.0,302127347.96533763,1231132977.5644126,3263147303.9725537,4196000000.0,1195621338.0412068,2205000000.0,-324048656.5710494,0.0,0.0,0.0,169000000.0,279000000.0,0.0,-643000000.0,105000000.0,-259000000.0,279000000.0,0.20087642840962341,2.9348331007932105,2.0846130747664655,1.106156472695897,2.8023448655462158,3.0736602689075467,2.8023448655462158,3.0736602689075467,20.106971831932768,1.3569708117154806,6363554783.109835,-3095659980.1614823,-2.5072287058823535,0.12796128333333334,0.24035714644351464,0.22224741666666534,0.352179430962343,0.35810325000000043,0.3386083999999999,0.09403537872340424,0.127446675,0.11179604166666667,0.09934197907949792,Real Estate,1,3.707728608500527
OHAI,8468000.0,-0.1756,6921000.0,3154000.0,4196870.212765,3692000.0,-10211000.0,-10248000.0,-10248000.0,-0.51,-0.51,20172392.0,20172000.0,0.8173,-0.8534,-7227000.0,-7227000.0,-10248000.0,-1.2058,-1.2102,3124000.0,3124000.0,5856828.8,0.0,84777000.0,20002000.0,48868000.0,-176018000.0,35909000.0,559000.0,39000.0,0.0,-3124000.0,0.0,0.0,-13691000.0,-16815000.0,-3124000.0,0.099885582174411,0.209,0.18113188681132,0.15618438156184,-0.1549,0.1549,-0.1549,0.1549,1.7801,0.3048,84777000.0,-44686000.0,0.0,-0.1701,0.7405,-0.258,0.6706,0.6688,0.6688,0.0,-1.1044,-0.2013,-0.0624,Financial Services,1,35.48193795439594
OMAD,0.0,0.0,0.0,889311.8300000001,4196870.212765,-3731698.0,1386748.0,1386748.0,1386748.0,0.17,0.17,39000000.0,39000000.0,0.0,0.0,1386748.0,1386748.0,1386748.0,0.0,0.0,3891363.0,3891363.0,306118446.0,0.0,309233566.0,6737439.0,18037439.0,1378233.0,5000007.0,-776243.0,0.0,0.0,-1218016.0,0.0,-301000000.0,305107483.0,2889467.0,-1218016.0,0.0,0.462,0.57757302144034,0.57757302144034,-0.0312,0.0998,-0.0312,0.0998,0.1282,-0.8783,309233566.0,-14922319.0,0.0,0.0,4.492106,-3.600739999999999,7.156111,0.19861335636363672,0.18901973090909083,0.06560227706422019,-2.8374390000000007,1.23495,0.8115089999999999,Industrials,0,-1.495509696148705
OPGN,2946307.0,-0.0824,1097872.0,8600871.0,14278114.0,-13180242.0,-13368098.0,-13368098.0,-13368098.0,-6.0356000000000005,-6.034400000000001,2526700.14,2504141.42,0.3726,-4.4742,-12451403.0,-13182287.0,-13368098.0,-4.5372,-4.5372,4572487.0,4572487.0,5856828.8,1221827.0,13078792.93,4381107.0,5641622.0,-162078525.0,3308741.0,292918.0,1959416.0,730884.0,-11073997.0,-137327.0,-137327.0,13845102.0,2646656.0,-11211324.0,0.3291829616296,1.32,1.1290171639268,1.0436830234916,-4.72243,15.2186,-4.72243,15.2186,11.0125,0.8284,10413680.649999999,141388.0,-0.4571,0.0186,0.1269,0.1366,0.133,0.7735,0.7735,1.221537,0.2258,0.35200000000000004,-0.0908,Healthcare,0,-96.05997216454806
OPHC,4884000.0,0.3673,4884000.0,2708000.0,4196870.212765,796000.0,796000.0,796000.0,796000.0,0.53,0.53,2526700.14,2504141.42,1.0,0.163,955000.0,796000.0,796000.0,0.163,0.163,7983000.0,7983000.0,8297000.0,2668000.0,100145000.0,82812000.0,94839000.0,-30510000.0,5306000.0,314000.0,63212000.0,159000.0,24000.0,-234000.0,-6018000.0,2312000.0,-3682000.0,-210000.0,0.048769284537421,0.10019079360479,0.096399072598174,0.096399072598174,0.0132,4.4016,0.0132,4.4016,2.9256,0.0302,100145000.0,-86542000.0,-0.129,0.3673,2.3514,2.3514,2.3514,2.0,2.0,0.3511,-0.9579,0.0446,0.0716,Financial Services,0,-7.666667302449543
OPOF,43698000.0,0.1185,43698000.0,31288000.0,38500000.0,5198000.0,5198000.0,4919000.0,4919000.0,0.96,0.96,5183416.0,5141364.0,1.0,0.119,7667000.0,5198000.0,4919000.0,0.119,0.1126,42217000.0,42217000.0,42779000.0,36738000.0,1038183000.0,906379000.0,936177000.0,57611000.0,102006000.0,562000.0,886379000.0,2469000.0,12154000.0,-478000.0,12027000.0,3624000.0,27805000.0,11676000.0,0.042090845255605004,0.047197695445283,0.046577645775112,0.046577645775112,2.364,8.2112,2.364,8.2112,19.8403,2.4708,1036126000.0,-893398000.0,-0.093,0.1185,4.492106,3.722499999999971,7.156111,6.346638000000011,6.252855999999998,0.0301,0.2878,0.0574,0.0742,Financial Services,1,26.96538012637624
ORGS,18655000.0,0.8490000000000001,7831000.0,16303000.0,24680000.0,-16849000.0,-16954000.0,-18291000.0,-18291000.0,-1.43,-1.43,15570973.0,13374103.0,0.4198,-0.7417,-11213000.0,-13837000.0,-19104000.0,-0.9088,-0.9805,16456000.0,16456000.0,30297000.0,11901000.0,75447000.0,17145000.0,22645000.0,-62411000.0,28350000.0,913000.0,12107000.0,2624000.0,-15682000.0,-5556000.0,-6268000.0,35060000.0,13110000.0,-21238000.0,0.24725966572561,1.767,1.6125984251968997,0.95981335666375,-1.1726,1.2304,-1.1726,1.2304,2.1198,0.8574,43582000.0,7652000.0,-0.4154,1.386,-0.2321,-0.6822,-0.479,-0.1172,-0.0916,0.3816,-2.8374390000000007,0.8922,0.7742,Industrials,0,-6.613225227305131
ORMP,2449000.0,-0.0029,2535000.0,4083000.0,16062000.0,-13527000.0,-12727000.0,-12727000.0,-12727000.0,-0.86,-0.86,17362615.0,14882356.0,1.0,-5.1548,-12618000.0,-12624000.0,-12727000.0,-5.1968,-5.1968,4996000.0,30463000.0,31037000.0,17000.0,47397000.0,4553000.0,16285000.0,-69223000.0,31112000.0,574000.0,2449000.0,6000.0,-14657000.0,-5000.0,-7004000.0,22654000.0,1027000.0,-14662000.0,0.051669936915839015,6.817,6.6907533494399,1.0972984845157,-0.9849,0.3357,-0.9849,0.3357,2.0905,1.1516,47397000.0,14752000.0,-0.0003,0.1172,-0.2651,-0.2559,-0.2144,-0.0886,-0.0886,0.1182,-1.5136,0.2243,0.4799,Healthcare,1,53.27381714756145
ORRF,72424000.0,0.154,72424000.0,52912000.0,57979000.0,14445000.0,14445000.0,12805000.0,12805000.0,1.53,1.5,9432862.0,9432862.0,1.0,0.1995,18087000.0,14445000.0,12805000.0,0.1995,0.1768,88815000.0,88815000.0,100218000.0,38201000.0,1934388000.0,1664508000.0,1760955000.0,24472000.0,173433000.0,11403000.0,1601305000.0,3642000.0,22487000.0,-4791000.0,-139396000.0,175917000.0,59008000.0,17696000.0,0.037440265344904994,0.060208782414984015,0.053358109423324994,0.053358109423324994,2.3839,9.4155,2.3839,9.4155,18.386,1.7561,1917886000.0,-1660737000.0,-0.5079,0.154,0.1623,0.1623,0.5828,0.53,0.5306,0.0378,0.3754,0.2409,0.0846,Financial Services,1,24.90572349117301
OTEL,66068000.0,-0.0359,35476000.0,10451000.0,17683000.0,17793000.0,12212000.0,9467000.0,9467000.0,2.79,2.76,3388624.0,3388624.0,0.537,0.2733,25288000.0,18056000.0,9467000.0,0.1848,0.1433,4657000.0,4657000.0,14739000.0,52073000.0,114352000.0,11951000.0,103450000.0,6655000.0,10902000.0,1198000.0,6716000.0,7232000.0,20760000.0,-7983000.0,-7994000.0,-11679000.0,1087000.0,12777000.0,0.5777598992584301,1.233,0.8985858923939399,0.38967450422559,6.1264,1.3743,6.1264,1.3743,3.2172,2.1929,68457000.0,-88711000.0,-2.3558,-0.0446,0.0313,-0.0925,-0.2186,-0.2293,-0.2159,-0.0031,0.1558,-0.0051,0.03,Communication Services,0,-38.32408803936072
OTTW,10873714.0,0.0742,10873714.0,6166543.0,8200192.0,2673522.0,2673522.0,1994306.0,1994306.0,0.62,0.62,3385057.0,3385057.0,1.0,0.2459,2977284.0,2673522.0,1994306.0,0.2459,0.1834,14343458.0,14593458.0,15247000.0,6621080.0,292836079.0,230453449.0,240011713.0,18859232.0,52824366.0,653542.0,224954177.0,303762.0,3482708.0,-196754.0,-34082366.0,35274299.0,4674641.0,3285954.0,0.037132425885268,0.06616086704781801,0.063324971109458,0.062240153324848,1.0288,4.2373,1.0288,4.2373,15.6052,1.7463,291958210.0,-224764713.0,-0.0581,0.0742,0.1535,0.1392,1.4499,1.48,1.48,-0.0082,0.1849,0.1466,0.0166,Financial Services,1,6.341560138525997
OVLY,42725000.0,0.0733,42725000.0,19918000.0,27378000.0,15347000.0,15347000.0,11537000.0,11537000.0,1.43,1.42,8193305.0,8193305.0,1.0,0.3592,16534000.0,15347000.0,11537000.0,0.3592,0.27,126145000.0,126145000.0,131042000.0,14937000.0,1094887000.0,986535000.0,995849000.0,70686000.0,99038000.0,4897000.0,986535000.0,1187000.0,13033000.0,-1644000.0,-81564000.0,45503000.0,-23028000.0,11389000.0,0.039022291798149006,0.13283056353804,0.1278667254583,0.1278667254583,1.5907,15.3961,1.5907,15.3961,12.0877,1.1297,1090945000.0,-864807000.0,-0.2007,0.0733,0.006999999999999999,0.006999999999999999,0.2686,0.2655,0.2566,0.0024,0.3866,0.058,0.141,Financial Services,1,6.0504831634436025
OXBR,3810000.0,-0.40964999999999996,0.0,1282000.0,4196870.212765,-7749000.0,-7749000.0,-7749000.0,-5749000.0,-1.0,-1.0,5733587.0,5733587.0,0.0,-2.0339,-7731000.0,-7749000.0,-7749000.0,-2.0339,-2.0339,11299000.0,11299000.0,11388000.0,18000.0,13078792.93,4247000.0,4247000.0,-23920000.0,8314000.0,74000.0,4108000.0,18000.0,-6633000.0,0.0,5045000.0,2000000.0,412000.0,-6633000.0,0.30331979937903003,2.6814221803626,2.6639981163174,2.6604662114434,-1.1569,1.9707,-1.1569,1.9707,1.4501,1.1538,12561000.0,7141000.0,0.0,0.6648,0.6237,0.6237,0.7208,0.7183,0.7183,-0.0129,0.7479,-0.37505,-0.0325,Financial Services,0,-5.696204489497172
OXLCM,40000000.0,0.11345978120978122,1611219232.9304156,854453804.9821514,4196870.212765,38000000.0,76000000.0,38000000.0,38000000.0,1.8875758145363402,1.8488122653316645,128518097.95409976,135460334.7530783,0.0,0.6686149999999997,734512655.660106,51000000.0,38000000.0,0.5995579999999999,0.5108659999999998,20000000.0,1119328119.9080348,3548410589.697526,405737568.8292537,514000000.0,6200996332.235764,224000000.0,-10000000.0,290000000.0,0.0,0.0,112111567.94773018,-71000000.0,-94716325.41678242,-638720140.3221465,77000000.0,6000000.0,-71000000.0,0.18003923765604712,1.4604232354117426,0.9876686704947633,0.49267717771251146,4.679085836552738,11.959929179791892,4.679085836552738,11.959929179791892,31.384853289747372,1.2725476304023844,15031343678.022743,-8266415754.207777,-0.9231622436849926,0.12409670437017994,0.2436657265973254,0.1153856926952134,0.5460332823871907,0.3575709924050635,0.35674351576292557,0.05282399746835442,0.3241174520367937,0.08605181422351234,0.08974949925484352,Financial Services,1,8.57619413888803
OXLCO,40000000.0,0.11345978120978122,1611219232.9304156,854453804.9821514,4196870.212765,38000000.0,76000000.0,38000000.0,38000000.0,1.8875758145363402,1.8488122653316645,128518097.95409976,135460334.7530783,0.0,0.6686149999999997,734512655.660106,51000000.0,38000000.0,0.5995579999999999,0.5108659999999998,20000000.0,1119328119.9080348,3548410589.697526,405737568.8292537,514000000.0,6200996332.235764,224000000.0,-10000000.0,290000000.0,0.0,0.0,112111567.94773018,-71000000.0,-94716325.41678242,-638720140.3221465,77000000.0,6000000.0,-71000000.0,0.18003923765604712,1.4604232354117426,0.9876686704947633,0.49267717771251146,4.679085836552738,11.959929179791892,4.679085836552738,11.959929179791892,31.384853289747372,1.2725476304023844,15031343678.022743,-8266415754.207777,-0.9231622436849926,0.12409670437017994,0.2436657265973254,0.1153856926952134,0.5460332823871907,0.3575709924050635,0.35674351576292557,0.05282399746835442,0.3241174520367937,0.08605181422351234,0.08974949925484352,Financial Services,1,8.71402771728551
PATI,114065000.0,0.0169,81373000.0,59869000.0,79327000.0,2046000.0,2197000.0,5119000.0,5119000.0,1.54,1.54,3328466.0,3318000.0,0.7134,0.0196,11705000.0,2236000.0,5119000.0,0.0193,0.0449,516928.79999999993,17299000.0,31444000.0,33911000.0,69817000.0,10163000.0,17411000.0,14472000.0,52406000.0,5384000.0,6267000.0,9469000.0,7772000.0,-2574000.0,-19809000.0,749000.0,-11288000.0,5198000.0,1.6337711445636,3.094,2.4761389353537,0.013486843366270998,2.3424,0.035,2.3424,0.035,15.7945,1.5183,65531000.0,14033000.0,-0.7758,-0.0112,-0.0597,-0.1374,1.7988,1.8,1.8,0.0058,-0.2709,0.0274,-0.0059,Industrials,0,-1.1669180767112235
PAVM,0.0,0.0,0.0,6310206.0,10563205.0,-10563205.0,-17968750.0,-17968750.0,-18750798.0,-0.81,-0.81,26542979.0,22276347.0,0.0,0.0,-15566513.0,-15576303.0,-18172822.0,0.0,0.0,8222119.0,8222119.0,8460159.0,36271.0,13078792.93,10972583.0,10972583.0,-36992911.0,-2314641.0,238040.0,1330746.0,9790.0,-8787907.0,-26609.0,-26609.0,15501613.0,6687097.0,-8814516.0,0.0,0.7709999999999999,0.7493330421834101,0.7493330421834101,-0.3945,0.3691,-0.3945,0.3691,-0.1039,0.4687,10413680.649999999,-2512424.0,-0.0012,0.0,-0.7711,-0.3148,-0.8033,-0.1408,-0.1408,0.6506,-0.3298,1.23495,0.1658,Healthcare,1,16.279080512826376
PBHC,28104000.0,0.1048,28104000.0,20341000.0,23549000.0,4555000.0,4577000.0,4031000.0,4031000.0,0.97,0.94,4358328.0,4358328.0,1.0,0.1629,5786000.0,4577000.0,4009000.0,0.1629,0.1434,26316000.0,26316000.0,30557000.0,20623000.0,933115000.0,797591000.0,868656000.0,42114000.0,64221000.0,4241000.0,766364000.0,1209000.0,8982000.0,-5678000.0,-52025000.0,47368000.0,4325000.0,3304000.0,0.030118474143057995,0.038311615853238,0.032994354249233,0.032994354249233,2.0609,6.0381,2.0609,6.0381,14.7352,2.2282,928414000.0,-838099000.0,-1.3028,0.1048,0.0372,0.0483,0.1547,0.1279,0.1325,0.0184,0.3128,0.0588,0.1297,Financial Services,0,-5.349671361819421
PCM,17719000.0,0.2186,17705000.0,854453804.9821514,1235528833.060388,12271000.0,12271000.0,426756934.4619256,442621852.2536311,1.06,1.06,11580000.0,135460334.7530783,0.9992,0.23931331466076292,734512655.660106,593790549.6097388,444634991.4393866,0.5995579999999999,0.14367081294516015,516928.79999999993,1261000.0,3548410589.697526,405737568.8292537,20165580963.17089,6200996332.235764,13849319089.212826,378000.0,3537134970.2788897,609729837.5219349,4094832401.996737,112111567.94773018,22000000.0,-94716325.41678242,-638720140.3221465,-22000000.0,0.0,512458774.951295,0.18003923765604712,1.4604232354117426,0.9876686704947633,0.49267717771251146,4.679085836552738,11.959929179791892,4.679085836552738,11.959929179791892,31.384853289747372,1.2725476304023844,15031343678.022743,-8266415754.207777,-0.9231622436849926,0.2195,0.2436657265973254,-0.4412,0.5460332823871907,-0.4421,-0.4421,0.0015,-0.2667,0.08605181422351234,0.08974949925484352,Financial Services,1,21.49625681296688
PDEX,22465000.0,0.0238,7943000.0,2645000.0,5551000.0,2392000.0,2610000.0,1621000.0,1621000.0,0.38,0.37,4353401.0,4304602.0,0.3536,0.1165,3174000.0,2617000.0,1621000.0,0.1162,0.0722,5188000.0,8584000.0,16233000.0,1755000.0,19917000.0,2415000.0,2878020.0,-2406000.0,17276000.0,301000.0,1297000.0,557000.0,3096000.0,-893000.0,-4115000.0,2002000.0,983000.0,2203000.0,1.1279309132902,6.722,4.778053830227701,2.1482401656315,0.7192,1.2052,0.7192,1.2052,4.0134,1.9099,19777000.0,13592000.0,-0.2075,0.1053,-0.1297,-0.1261,-0.6812,-0.6984,-0.7040000000000001,0.0655,-0.043,0.2181,-0.1506,Healthcare,1,44.325653431611975
PDLB,38355000.0,0.1417,38355000.0,26750000.0,34557000.0,3798000.0,3798000.0,2677000.0,2677000.0,0.15,0.15,18463028.0,18463028.0,1.0,0.099,5596000.0,3798000.0,2677000.0,0.099,0.0698,69778000.0,69778000.0,73573000.0,31135000.0,1059901000.0,834821000.0,890729000.0,98813000.0,169172000.0,3795000.0,834821000.0,1798000.0,7885000.0,-5761000.0,-126608000.0,128777000.0,10054000.0,2124000.0,0.036187342025339984,0.08813026984227801,0.08358438515562,0.08358438515562,0.4271,3.7793,0.4271,3.7793,9.1627,2.9455,1059901000.0,-817156000.0,-0.312,0.1417,2.2818,2.2818,1.6102,1.9375,1.9375,0.0052,-0.08800000000000001,0.1452,0.0589,Financial Services,1,15.475257956550806
PESI,49539000.0,-0.0046,8461000.0,10741000.0,12111000.0,-3650000.0,-2357000.0,-1421000.0,-1421000.0,-0.12,-0.12,11936573.0,11855000.0,0.1708,-0.0417,-613000.0,-2068000.0,-1741000.0,-0.0476,-0.0287,810000.0,810000.0,14758000.0,15820000.0,57442000.0,21511000.0,31309000.0,-79630000.0,27628000.0,2659000.0,14649000.0,1455000.0,1960000.0,-1385000.0,-1318000.0,-580000.0,42000.0,575000.0,0.86241774311479,0.6859999999999999,0.54158337594719,0.037655153177444,0.1653,0.0683,0.1653,0.0683,2.3305,-1.3793,47721000.0,-16551000.0,-0.1168,-0.0184,0.5519,0.2313,0.6139,0.6129,0.6129,0.0127,3.4344,-0.0352,-0.0324,Industrials,1,254.08562715359471
PETZ,23674037.0,-0.1831,0.0,7328803.0,9990976.0,-14043772.0,-14219225.0,-14219225.0,-14219225.0,-1.49,-1.49,9423750.0,9558493.0,0.0,-0.5908,-13590769.0,-13986124.0,-14219265.0,-0.6006,-0.6006,2700505.0,2700505.0,7803062.0,8410525.0,17429406.0,19143578.0,19365973.0,-13349232.0,-1936220.0,680606.0,897816.0,395355.0,-2173742.0,-6481643.0,-6594458.0,7728120.0,-943272.0,-8655385.0,1.3582813436098,0.408,0.21430957159628,0.14106584463991,-0.2274,0.2825,-0.2274,0.2825,-0.2026,0.1529,16414868.0,-11562911.0,-0.6781,-0.6139840000000001,-3.7519920000000004,-3.600739999999999,-5.416384000000001,-5.0,-5.0,0.1511,0.1874,-0.1202,0.0503,Consumer Defensive,1,129.08163332540295
PFIN,64995000.0,0.1021,23187000.0,21705000.0,21705000.0,1482000.0,1109000.0,856000.0,856000.0,0.24,0.23,3673982.0,3628000.0,0.3568,0.0205,3417000.0,1332000.0,856000.0,0.0171,0.0132,999000.0,999000.0,32206000.0,9775000.0,55586000.0,9883000.0,10051000.0,34588000.0,45535000.0,1137000.0,4579000.0,2085000.0,2966000.0,-1852000.0,-1852000.0,-1315000.0,-242000.0,1114000.0,1.1692692404562,3.259,1.0698168572295998,0.10108266720631,0.8175,0.2754,0.8175,0.2754,12.550999999999998,3.465,43350000.0,22155000.0,-0.5105,0.0997,4.492106,3.722499999999971,1.9683,1.96,1.92,0.0338,-0.3599,0.01,0.0319,Industrials,0,-6.828081522878297
PFIS,80798000.0,0.0368,80798000.0,41718000.0,52487000.0,28311000.0,28311000.0,24920000.0,24920000.0,3.37,3.37,7399054.0,7397797.0,1.0,0.3504,31525000.0,28311000.0,24920000.0,0.3504,0.3084,32616000.0,32663000.0,40856000.0,38889000.0,2288993000.0,1984029000.0,2010379000.0,136582000.0,278614000.0,8193000.0,1962855000.0,3214000.0,32626000.0,-3665000.0,-134806000.0,97308000.0,-4872000.0,28961000.0,0.03529849152007,0.032711465621782676,0.027727184986305997,0.016439275837198,4.4102,4.4089,4.4102,4.4089,37.6618,1.3092,2223327000.0,-1969523000.0,-0.4954,0.0368,0.0628,0.0628,0.3502,0.348,0.348,0.0003,0.141,0.0553,0.0718,Financial Services,1,16.155608799733738
PIH,58220000.0,0.5262,30807000.0,28876000.0,30488000.0,319000.0,286000.0,804000.0,-304000.0,-0.05,-0.05,5992432.0,5989742.0,0.5291,0.0049,410000.0,286000.0,804000.0,0.0049,0.0138,3666000.0,4140000.0,47546000.0,0.0,169798000.0,69907000.0,107051000.0,639000.0,62747000.0,43406000.0,67143000.0,124000.0,24794000.0,-52000.0,-29247000.0,11780000.0,7327000.0,24742000.0,0.34287800798596,0.6801321756047299,0.05922153718511701,0.052441100318995015,4.1394,0.612,4.1394,0.612,10.4757,-7.184096,169798000.0,-59505000.0,-0.0087,0.3847,-0.8083,-0.8289,-2.0340000000000003,-2.0,-2.0,0.0033,2.294,0.4838,0.4166,Financial Services,1,28.372086885492767
PKBK,49710000.0,0.2578,49710000.0,12180000.0,16295000.0,33415000.0,33201000.0,24824000.0,24378000.0,2.53,2.28,10396958.0,9629467.0,1.0,0.6679,33581000.0,33201000.0,25038000.0,0.5995579999999999,0.4994,154471000.0,154471000.0,165205000.0,6783000.0,1467398000.0,1253913000.0,1312402000.0,42079000.0,153557000.0,10734000.0,1185263000.0,380000.0,28901000.0,-138000.0,-219889000.0,303346000.0,112358000.0,28763000.0,0.033876289868188,0.13175156490123,0.12319116238527,0.12319116238527,3.0013,16.0415,3.0013,16.0415,15.9466,1.1855,1467398000.0,-1147197000.0,-0.0143,0.2578,0.3686,0.3792,1.2675,0.9766,1.0177,0.0376,0.5214,0.2901,0.0959,Financial Services,1,35.26735357723448
PKO,49846000.0,0.1394,34920000.0,854453804.9821514,1235528833.060388,31800000.0,32671000.0,426756934.4619256,442621852.2536311,2.16,2.16,15140000.0,135460334.7530783,1.0,0.23931331466076292,734512655.660106,593790549.6097388,444634991.4393866,0.5995579999999999,0.14367081294516015,516928.79999999993,630996.9,3548410589.697526,405737568.8292537,20165580963.17089,6200996332.235764,13849319089.212826,-6411000.0,3537134970.2788897,609729837.5219349,4094832401.996737,112111567.94773018,72000000.0,-94716325.41678242,-638720140.3221465,-71000000.0,1000000.0,512458774.951295,0.18003923765604712,1.4604232354117426,0.9876686704947633,0.49267717771251146,4.679085836552738,11.959929179791892,4.679085836552738,11.959929179791892,31.384853289747372,1.2725476304023844,15031343678.022743,-8266415754.207777,-0.9231622436849926,-0.084,0.2436657265973254,-0.5929,0.5460332823871907,-0.5838,-0.5838,0.0063,0.5319,0.08605181422351234,0.08974949925484352,Financial Services,1,19.62274890197598
PLBC,40967000.0,0.1502,40967000.0,15100000.0,21841000.0,19126000.0,19126000.0,13992000.0,13992000.0,2.74,2.68,5125476.0,5125476.0,1.0,0.4669,20168000.0,19126000.0,13992000.0,0.4669,0.3415,46686000.0,46686000.0,51254000.0,14287000.0,824398000.0,726653000.0,757466000.0,62005000.0,66932000.0,4568000.0,726653000.0,1042000.0,15639000.0,-3393000.0,-121870000.0,65380000.0,-40851000.0,12246000.0,0.049693230696824006,0.070534354086476,0.06424799732472,0.06424799732472,3.0512,9.1086,3.0512,9.1086,13.0587,1.1177,824398000.0,-706212000.0,-0.662,0.1502,0.2335,0.2335,0.7086,0.6707,0.6962,0.0066,0.3625,0.1059,0.0526,Financial Services,1,18.426742471836146
