,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,Gross Profit Growth,EBIT Growth,Operating Income Growth,EPS Growth,EPS Diluted Growth,Operating Cash Flow growth,Asset Growth,Sector,Class,2017 PRICE VAR [%]
CART,14606000.0,0.0453,14606000.0,9122000.0,12388000.0,2218000.0,1996000.0,1119000.0,1119000.0,0.24,0.24,4650558.0,4649405.0,1.0,0.1367,2413000.0,1996000.0,1341000.0,0.1367,0.0766,27647000.0,29145000.0,29603000.0,6388000.0,374917000.0,321052000.0,345884000.0,4241000.0,29033000.0,318952000.0,417000.0,3269000.0,-1039000.0,-21284000.0,39351000.0,21336000.0,2230000.0,2.1142,0.038957956027601,0.092206246963109,0.090779686779712,0.086113775961526,2.1142,0.0361,2.9214,0.6245,-2.4916,374800000.0,-316281000.0,371126000.0,0.0453,0.004,-0.0018,0.3333,0.3333,0.5247,0.1223,Financial Services,1,43.82530696931273
CUBA,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,8.217862442646956
CZWI,21823000.0,0.0263,23917000.0,15780000.0,20058000.0,3859000.0,4420000.0,2806000.0,2806000.0,0.54,0.54,5232579.0,5232579.0,1.0,0.2025,5859000.0,3859000.0,2806000.0,0.2025,0.1286,10791000.0,11536000.0,13599000.0,5338000.0,695865000.0,557677000.0,631321000.0,9107000.0,64544000.0,557677000.0,1439000.0,5698000.0,-961000.0,49272000.0,-68796000.0,12438000.0,5446000.0,2.1196,0.031360968003851006,0.03593674151192617,0.029117186639618847,0.019349910432024,2.1196,0.0611,2.0588,0.7231,-0.23,690330000.0,-617722000.0,612071000.0,0.096,-0.1269,-0.1269,0.5429,0.5882,-0.0137,0.1995,Financial Services,1,10.970492948208328
DHF,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,8.940356046901623
EBTC,98240000.0,0.0916,98240000.0,62847000.0,70328000.0,27912000.0,27912000.0,18751000.0,18751000.0,1.71,1.7,11449122.0,10966333.0,1.0,0.2841,33993000.0,27912000.0,18751000.0,0.2841,0.1909,50475000.0,51424000.0,73966000.0,33540000.0,2526269000.0,2296649000.0,2311483000.0,130008000.0,214786000.0,2285978000.0,6081000.0,27323000.0,-7918000.0,-252508000.0,224165000.0,-1020000.0,19405000.0,4.4741,0.038887386893478,0.03593674151192617,0.029117186639618847,0.021977672687468003,4.4741,0.0445,1.4571,0.6397,-1.3021,2520613000.0,-2237517000.0,2495643000.0,0.0916,0.1504,0.1504,0.0962,0.0968,0.0622,0.1053,Financial Services,0,-9.863944578812914
EGF,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,5.325272838546967
EVY,5638000.0,-0.0683,4605000.0,767448359.4009353,1086690449.5419025,41000.0,41000.0,298149159.4303077,311024490.0418874,0.24,0.24,5476000.0,130188457.54463004,0.8168,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.0073,0.1031731791957846,454136.13095599995,471006.39,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,-9641000.0,3181183309.8451133,3421174321.8844156,105674935.94098139,3000000.0,-86060782.20565915,-635531815.8243037,-4000000.0,-1000000.0,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,-0.0766,0.22941315142428786,-0.9901,-0.68,-0.68,-0.5,0.11088819402985073,Financial Services,1,2.406121044668391
FBSS,25536000.0,0.4069,25536000.0,17319000.0,20925000.0,4611000.0,4611000.0,3674000.0,3674000.0,0.98,0.98,3753486.0,3753486.0,1.0,0.1806,6061000.0,4611000.0,3674000.0,0.1806,0.1439,67846000.0,67846000.0,71002000.0,19299000.0,624445000.0,546157000.0,569994000.0,39824000.0,54451000.0,546157000.0,1450000.0,6574000.0,-289000.0,-11877000.0,19934000.0,14631000.0,6285000.0,2.4694,0.04089391379545,0.13000291125079,0.12422435307064,0.12422435307064,2.4694,0.0583,1.7893,0.6782,-0.1993,624445000.0,-498992000.0,573659000.0,0.4069,3.2647,3.2647,4.610947999999999,4.610947999999999,-0.0101,0.0383,Financial Services,1,33.65897893081964
FCCY,41199000.0,0.0255,41199000.0,21063000.0,27291000.0,13908000.0,13908000.0,9285000.0,9285000.0,1.17,1.14,7983294.0,7962121.0,1.0,0.3376,15323000.0,13908000.0,9285000.0,0.3376,0.2254,14886000.0,14886000.0,32976000.0,10673000.0,1038213000.0,910255000.0,933412000.0,34074000.0,104801000.0,900255000.0,1415000.0,2485000.0,-518000.0,-60553000.0,61586000.0,3518000.0,1967000.0,3.6139,0.039682608482074,0.036227211056242006,0.029117186639618847,0.016353659139472,3.6139,0.0627,0.2676,0.5113,-0.3661,1025333000.0,-900436000.0,1102054000.0,0.0255,0.0929,0.0929,0.0636,0.0654,-0.8457,0.0725,Financial Services,0,-0.9801392528189186
FCT,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,0,-1.618459752974907
FLC,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,16.24407269368652
FMAO,43751000.0,0.0876,43751000.0,25385000.0,27431000.0,16320000.0,16320000.0,11664000.0,11664000.0,1.27,1.27,9241450.0,9241450.0,1.0,0.373,18526000.0,16320000.0,11664000.0,0.373,0.2666,30237000.0,32152000.0,33066000.0,21457000.0,1055895000.0,920101000.0,930318000.0,127869000.0,125577000.0,882287000.0,2206000.0,12430000.0,-2406000.0,-64190000.0,58064000.0,6304000.0,10024000.0,3.6965,0.041434991168629,0.035937359050800005,0.034943989844592994,0.032862696595265,3.6965,0.0726,1.0657,0.5802,-1.0907,1049629000.0,-897252000.0,1099716000.0,0.0876,0.1526,0.1526,0.1339,0.1339,-0.1606,0.0676,Financial Services,1,137.1366345752466
FMNB,87494000.0,0.3558,87494000.0,41040000.0,59452000.0,28042000.0,28042000.0,20557000.0,20557000.0,0.76,0.76,27047664.0,27047664.0,1.0,0.3205,31709000.0,28042000.0,20557000.0,0.3205,0.235,41778000.0,41778000.0,42615000.0,23225000.0,1966113000.0,1723901000.0,1752897000.0,42547000.0,213216000.0,1723901000.0,3667000.0,24495000.0,-309000.0,-115396000.0,76665000.0,-14236000.0,24186000.0,4.5752,0.044501002739924016,0.03593674151192617,0.029117186639618847,0.024234570314653,4.5752,0.0514,1.1916,0.4691,-0.0843,1920959000.0,-1710282000.0,2092677000.0,0.3558,1.6569999999999998,1.6569999999999998,1.1111,1.1111,2.874,0.0515,Financial Services,1,1.2335924172695811
FRA,26973000.0,-0.0888,21498000.0,767448359.4009353,1086690449.5419025,23134000.0,23134000.0,298149159.4303077,311024490.0418874,0.62,0.62,37232000.0,130188457.54463004,0.797,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.6845279999999984,0.1031731791957846,984000.0,984000.0,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,-101947000.0,3181183309.8451133,3421174321.8844156,105674935.94098139,-10000000.0,-86060782.20565915,-635531815.8243037,1814000000.0,-9000000.0,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,-0.0936,0.22941315142428786,0.7918,0.7714,0.7714,-1.1282,0.11088819402985073,Financial Services,1,0.07009957178784383
FT,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,13.251874685406762
GDL,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,4.3205428364331455
GGM,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,8.132826769353633
GGT,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,39.856434202222644
GLQ,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,32.600061525100315
GSBD,125108000.0,0.0563,97674000.0,4440000.0,6111000.0,91563000.0,41689000.0,40652000.0,40652000.0,1.12,1.12,36331662.0,36317131.0,0.7807,0.4475,55988000.0,55988000.0,40652000.0,0.3332,0.3249,4565000.0,4565000.0,16544000.0,0.0,1190533000.0,27244000.0,525396000.0,1895000.0,665137000.0,5007000.0,0.0,-31351000.0,0.0,0.0,13206000.0,-18145000.0,-31351000.0,6.7606,0.10508570531013997,0.6072529731316999,0.31940977829981,0.16755982968726998,6.7606,0.0481,-0.7712,0.0355,0.0,1190533000.0,-508852000.0,1684120000.0,0.0708,-0.0322,0.0671,-0.1642,-0.1642,0.7418,0.051,Financial Services,1,3.0149949878640485
HALL,375952000.0,0.0095,122264000.0,106769000.0,109237000.0,13027000.0,8478000.0,6526000.0,6526000.0,0.35,0.34,18611982.0,18611982.0,0.3252,0.0347,16921000.0,13027000.0,6526000.0,0.0226,0.0174,86959000.0,86959000.0,340164000.0,0.0,1162460000.0,794605000.0,896724000.0,148027000.0,265736000.0,708606000.0,3894000.0,30854000.0,-4340000.0,-58233000.0,-7435000.0,-34814000.0,26514000.0,0.5881,0.32341069800251,0.42809194505446,0.41506282995954,0.10943676417842997,0.5881,0.0295,4.7279,0.284,-1.1145,1105274000.0,-556560000.0,1104016000.0,-0.1405,-0.636,-0.636,-0.693,-0.6991,-0.4171,0.0808,Financial Services,0,-12.205385482299507
HNW,4884000.0,0.09714961281708946,4701000.0,767448359.4009353,1086690449.5419025,-2207000.0,-2207000.0,298149159.4303077,311024490.0418874,-0.26,-0.26,8333000.0,130188457.54463004,0.9625,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,-0.4519,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,-50499000.0,3181183309.8451133,3421174321.8844156,105674935.94098139,18000000.0,-86060782.20565915,-635531815.8243037,-20000000.0,-3000000.0,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,5.8905071136878
