,Revenue,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,"Property, Plant & Equipment Net",Total assets,Total liabilities,Retained earnings (deficit),Total shareholders equity,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,returnOnEquity,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Invested Capital,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Sector,Class,2015 PRICE VAR [%]
HNP,20095958992.5735,8221904100.7427,1010588957.0552,4141400064.5786,4080504036.164,3075489183.0804,2189598320.9558,2189598320.9558,4.908,4.908,1378612731.1199982,1357136667.8999963,0.4091,0.0499,0.2158,0.0176,0.1087,6217367936.7129,4337051017.1133,2189598320.9558,0.153,0.109,2035549241.2012,19467000000.0,44425535679.69,30737659347.7559,4857180981.5951,11322165159.8321,1880316919.5996,5379410235.712,-2815440000.0,-3143495802.3894,-1758827897.9658,467661446.5612,2184785760.4133,6.1168,0.1934,0.4523515290275,37.53620799999999,1.616,167.6213619999999,545.976,14.38077399999997,38.533075,1.616,167.6213619999999,32.2215,116.1734,345.6795239999999,6.1168,0.0906,2.4568,0.0503,-1.699,40821561995.4795,46810693897.32,0.1934,-31.92555,-0.0059,0.0436,0.0266,Utilities,0,-35.674154161270515
CWCO,65559078.0,23472100.0,17011041.0,17011041.0,6461059.0,6265358.0,6265358.0,6265358.0,0.43,0.42,14703098.0,14697896.0,0.358,0.19,0.103,0.096,0.1097,12457840.0,6754128.0,6764540.0,0.0956,0.0956,41169772.0,78855428.0,160459831.0,16377167.0,49000621.0,141149168.0,5703712.0,18184861.0,-10995516.0,-15253422.0,-845026.0,2087173.0,7189345.0,2.3952,0.0444,0.40857003021523,1.2372,0.489,2.8011,4.4604,0.4263,1.2372,0.489,2.8011,9.603,10.616,9.6034,2.3952,0.0403,2.9024,0.2595,-1.9278,156032894.0,107710782.0,0.0444,-0.7481,-0.0014,-0.256,-0.1567,Utilities,1,15.21720661036728
PCYO,2023114.0,1247948.0,2445633.0,3914737.96,-1244492.0,-311444.0,-311444.0,-311444.0,-0.01,-0.01,24037598.0,24037598.0,0.6168,-0.057,-0.1539,-0.154,-1.7909,-114880.0,-311444.0,-311444.0,-0.1539,-0.1539,1749558.0,95054692.0,108173822.0,17143341.0,-77844478.0,91030481.0,196564.0,51744.0,-3674962.0,2136303.0,-2886852.0,-698805.0,-3623218.0,71.08217399999994,-0.0034,0.018702436158722,0.0022,-0.09,0.0728,0.0842,-0.013,0.0022,-0.09,0.0728,3.787,4.5,3.787,71.50970599999938,-0.0015,-0.1661,1.2088,-8.70119,108173822.0,108108107.0,-0.0034,-0.1529,-0.1477,0.5053,-0.142,Utilities,1,21.518990703546663
MGEE,619852000.0,178793000.0,821473.6,40695000.0,138098000.0,128504000.0,80319000.0,80319000.0,2.32,2.32,34668370.0,34668000.0,0.2884,0.305,0.2391,0.13,0.0582,188872000.0,148177000.0,80319000.0,0.2073,0.1296,4562000.0,1207380000.0,1639351000.0,1027091000.0,276662000.0,486571000.0,40695000.0,128762000.0,-92676000.0,-96158000.0,-35662000.0,-3058000.0,36086000.0,2.551,0.1651,0.37810816597544,3.7141,1.041,0.1316,17.8797,2.3168,3.7141,1.041,0.1316,14.035,47.287,14.0352,2.551,0.0509,1.6031,0.0,-2.2773,1639351000.0,1953860000.0,0.1651,-2.6732,0.0717,0.0684,0.079,Utilities,1,4.328732157537677
YORW,45900000.0,36821000.0,8812000.0,14744000.0,22077000.0,16361000.0,11484000.0,11484000.0,0.89,0.89,12809217.0,12809217.0,0.8022,0.599,0.4699,0.25,0.1003,27499000.0,21567000.0,11484000.0,0.3564,0.2502,1495000.0,253959000.0,304339000.0,199776000.0,27007000.0,104563000.0,5932000.0,18766000.0,-14162000.0,-14122000.0,-10721000.0,-6077000.0,4604000.0,6.4772,0.1098,0.15081865945541,1.465,0.359,0.1167,3.5834,0.8965,1.465,0.359,0.1167,8.163,23.759,8.1631,6.4772,0.0383,1.6341,0.192,-2.3874,304339000.0,381799000.0,0.1098,-1.1056,0.0858,0.0414,0.0634,Utilities,1,12.991555551943662
EDN,3598000000.0,0.0,138871919.84928602,1281000000.0,-97836600.0,704163886.3053356,-142071800.0,-147297760.0,-17.4,-17.4,45000000.0,45000000.0,0.0,-0.033351862145636,-0.099221789883268,-0.21678710394664,-0.24146880434782622,-62411800.0,-91950040.0,-147987600.0,0.0,-0.21678710394664,179000000.0,6652000000.0,8630000000.0,8245000000.0,893000000.0,385000000.0,238000000.0,1548000000.0,-1400000000.0,-1462000000.0,-156000000.0,-64000000.0,148000000.0,4.961374967032965,0.05739302197802198,0.34746717359137375,6.251328263736263,-1.118778681318681,8.684453208791204,49.56021428571429,1.8306850769230758,6.628792391304347,-0.9895304347826085,8.684453208791204,23.298234505494506,79.88402404395605,40.791765890109886,4.927279543478241,0.0286372608695652,2.4070585652173913,0.1668114130434775,-2.2501964130434784,17291713015.135868,20678974118.48585,0.05739252747252747,-6.714289673913043,0.1878775,0.26650139130434786,0.25567897826086966,Utilities,1,91.58471494517154
EAE,12495000000.0,7679000000.0,138871919.84928602,5672000000.0,2007000000.0,704163886.3053356,960000000.0,960000000.0,5.24,5.22,180000000.0,180000000.0,0.61456582633053,0.34453781512605,0.17430972388955998,0.07683073229291701,-0.24146880434782622,4305000000.0,2178000000.0,960000000.0,0.0,0.07683073229291701,1422000000.0,19467000000.0,46528000000.0,36426000000.0,10170000000.0,10102000000.0,1960250000.0000043,3890000000.0,-2657000000.0,-2954000000.0,-252000000.0,683000000.0,1233000000.0,4.961374967032965,0.05739302197802198,0.34746717359137375,6.251328263736263,-1.118778681318681,8.684453208791204,49.56021428571429,1.8306850769230758,6.628792391304347,-0.9895304347826085,8.684453208791204,23.298234505494506,79.88402404395605,40.791765890109886,4.927279543478241,0.0286372608695652,2.4070585652173913,0.1668114130434775,-2.2501964130434784,17291713015.135868,20678974118.48585,0.05739252747252747,-6.714289673913043,0.1878775,0.26650139130434786,0.25567897826086966,Utilities,1,9.600025949606275
ENJ,5592531449.769536,1689881803.6652336,138871919.84928602,777453064.4237896,917796687.1222905,704163886.3053356,470941841.7069031,465964166.76519704,1.2325463157894734,1.2304989361702128,214978536.41236082,224226223.12519833,0.363329113961374,0.10279485367687934,0.009421799305329392,-0.11844839970472626,-0.24146880434782622,1552438221.440178,987262736.6641937,483998016.91246,-0.08587894736842101,-0.10727017233319712,337288683.56382525,7601942825.170816,18893231326.924538,13330700507.53841,2080435562.4515238,4995976648.03594,535624237.28826416,1175247068.8735726,-913833059.2837979,-1291322312.494426,117602497.69781083,5064909.369886707,117687893.72133856,4.961374967032965,0.05739302197802198,0.34746717359137375,6.251328263736263,-1.118778681318681,8.684453208791204,49.56021428571429,1.8306850769230758,6.628792391304347,-0.9895304347826085,8.684453208791204,23.298234505494506,79.88402404395605,40.791765890109886,4.927279543478241,0.0286372608695652,2.4070585652173913,0.1668114130434775,-2.2501964130434784,17291713015.135868,20678974118.48585,0.05739252747252747,-6.714289673913043,0.1878775,0.26650139130434786,0.25567897826086966,Utilities,1,9.363248991426099
KEN,1372230000.0,290655000.0,131118000.0,131118000.0,159537000.0,561502000.0,458161000.0,458161000.0,7.464899999999997,7.316999999999998,214978536.41236082,224226223.12519833,0.2118,0.627,0.4895,0.334,0.0248,859852000.0,671681000.0,476354000.0,0.4092,0.3339,610056000.0,2502787000.0,4319703000.0,2882005000.0,0.0,1230491000.0,188171000.0,441800000.0,-407735000.0,-882336000.0,429592000.0,-42368000.0,34065000.0,1.6509,0.3723,0.31766767298585,6.251328263736263,-1.118778681318681,8.684453208791204,49.56021428571429,1.8306850769230758,6.628792391304347,-0.9895304347826085,8.684453208791204,23.298234505494506,79.88402404395605,40.791765890109886,1.6509,0.16642799999999935,0.9643,0.0956,-2.1668,4175032000.0,5466592000.0,0.3723,-6.714289673913043,0.3894,2.3091,0.1711,Utilities,0,-42.08091618128376
SKYS,32885000.0,12138000.0,64930000.0,62386000.0,-50248000.0,-72833000.0,-73743000.0,-73743000.0,-4.2,-4.2,156010668.0,156010668.0,0.3691,-1.888,-2.0987,-2.242,-0.529,-62094000.0,-69016000.0,-73743000.0,-2.2148,-2.2425,58431000.0,181621000.0,289586000.0,165837000.0,123711000.0,123716000.0,6922000.0,44572000.0,-61969000.0,-51448000.0,71725000.0,59115000.0,-17397000.0,71.08217399999994,-0.5961,0.11355866651012,2.2856,-0.8921,2.9963,1.6863,-3.7814,2.2856,-0.8921,2.9963,6.3439999999999985,14.838,6.3439999999999985,71.50970599999938,-0.1321,-0.6044,1.9745,-8.70119,289366000.0,226789000.0,-0.5961,-3.1777,0.6889,-0.4328,-0.1585,Utilities,0,-32.33424066076517
MSEX,117139000.0,45836000.0,821473.6,11444000.0,34392000.0,28382000.0,18445000.0,18294000.0,1.14,1.13,16111268.0,16052000.0,0.3913,0.394,0.2902,0.156,0.0852,46180000.0,33989000.0,18445000.0,0.2423,0.1575,5246000.0,465406000.0,575772000.0,378481000.0,48623000.0,197291000.0,12191000.0,32571000.0,-22596000.0,-21839000.0,-12893000.0,-2161000.0,9975000.0,3.1717,0.0935,0.20344685048943,2.0291,0.865,0.3268,7.2975,1.1491,2.0291,0.865,0.3268,12.291,35.869,12.2907,3.1717,0.0494,1.7804,0.0,-1.8535,575772000.0,687603000.0,0.0935,-1.4077,0.0924,0.0943,0.1105,Utilities,1,21.049676853334216
TAC,2257314974.1824,1317555938.0379,821473.6,935456110.1549,382099827.883,162650602.4096,156626506.0241,121342512.9088,0.4475,0.4475,230844179.8623,234939759.0361,0.5837,0.3408,0.1689,0.0465,0.1925,893287435.4561,381239242.685,199655765.9208,0.0721,0.0694,37005163.5112,6121342512.9088,8462134251.2909,5124784853.7005,-662650602.4096,2826161790.0172,512048192.7711,685025817.5559,-250430292.599,-251290877.7969,-432874354.5611,860585.1979,434595524.957,0.9265,0.0554,0.26675480524763,3.388,1.85,0.183,11.1644,0.7747,3.388,1.85,0.183,10.352,28.4974,13.9778,0.9265,0.0494,5.6454,0.0,-0.4891,7779690189.3287,11233218588.6403,0.0554,-1.2386,0.0431,0.8867,0.964,Utilities,0,-56.36258729333541
ARTNA,72465000.0,31094000.0,821473.6,8673000.0,22421000.0,15881000.0,9506000.0,9506000.0,1.07,1.07,8901590.0,8884000.0,0.4291,0.441,0.3212,0.131,-0.0726,31947000.0,23274000.0,9506000.0,0.2192,0.1312,609699.9999999998,397823000.0,422213000.0,329784000.0,24148000.0,125605000.0,8673000.0,18469000.0,-23730000.0,-23695000.0,5047000.0,-179000.0,-5261000.0,2.775,0.0757,0.17163138036962,2.0789,-0.5920000000000001,0.042932,8.1568,1.07,2.0789,-0.5920000000000001,0.042932,14.138,47.525,14.1383,2.775,0.0474,1.9429,0.0,-2.7361,422213000.0,516609000.0,0.0757,-2.6711,0.0978,0.1112,0.117,Utilities,1,28.093407413621893
BEP,1704000000.0,1180000000.0,51000000.0,599000000.0,581000000.0,86000000.0,97000000.0,58000000.0,0.42,0.42,132984913.0,132984913.0,0.6925,0.616,0.294,0.034,0.3016,1049000000.0,501000000.0,203000000.0,0.0505,0.0569,382000000.0,18566000000.0,19849000000.0,10968000000.0,2080435562.4515238,8881000000.0,548000000.0,700000000.0,-186000000.0,-2037000000.0,1299000000.0,-53000000.0,514000000.0,2.4139,0.0109,0.085848153559373,5.2638,3.8651,2.8725,12.8135,0.7294,5.2638,3.8651,2.8725,66.782,149.25799999999995,66.782,2.4139,0.0136,9.1763,0.0299,-0.3394,19849000000.0,26632000000.0,0.0109,-1.3987,0.0034,-0.0328,-0.0317,Utilities,0,-9.855250946507477
DTQ,50000000.0,27000000.0,3000000.0,26000000.0,1000000.0,704163886.3053356,2000000.0,2000000.0,0.01,0.01,406000000.0,406000000.0,0.54,0.14,0.04,0.04,-0.24146880434782622,7000000.0,2000000.0,2000000.0,0.0,0.04,4000000.0,120000000.0,137000000.0,106000000.0,23000000.0,31000000.0,535624237.28826416,6000000.0,-3000000.0,-3000000.0,-4000000.0,-1000000.0,3000000.0,4.961374967032965,0.05739302197802198,0.34746717359137375,6.251328263736263,-1.118778681318681,8.684453208791204,49.56021428571429,1.8306850769230758,6.628792391304347,-0.9895304347826085,8.684453208791204,23.298234505494506,79.88402404395605,40.791765890109886,4.927279543478241,0.0286372608695652,2.4070585652173913,0.1668114130434775,-2.2501964130434784,17291713015.135868,20678974118.48585,0.05739252747252747,-6.714289673913043,0.1878775,0.26650139130434786,0.25567897826086966,Utilities,1,0.08067524954883214
ELLO,15782000.0,7243000.0,4253000.0,3914737.96,4428000.0,6859000.0,6658000.0,6658000.0,0.62,0.62,10692371.0,10692371.0,0.4589,0.8293299999999999,0.6368889999999999,0.422,0.1665,16903000.0,11451000.0,6646000.0,0.4346,0.4219,16041000.0,93513000.0,159087000.0,64961000.0,-353000.0,94110000.0,5452000.0,3336000.0,-709000.0,-16065000.0,24938000.0,8520000.0,2627000.0,6.5718,0.0707,0.099203580430833,0.312,-0.258,1.5002,1.476,0.6227,0.312,-0.258,1.5002,8.802,14.879,8.8016,6.5718,0.0639,0.5011,0.2695,-0.13,159087000.0,187410000.0,0.0707,-0.0663,0.1008,-0.211,0.4335,Utilities,0,-8.792368559373212
RGCO,75016134.0,29337089.0,14943774.0,19655221.0,9681868.0,7647980.0,4708440.0,4708440.0,0.667,0.667,7078046.0,7073217.0,0.3911,0.191,0.1263,0.063,-0.1048,14313043.0,9474981.0,4708440.0,0.102,0.0628,849757.0,108743577.0,139127641.0,87106794.0,21321055.0,52020847.0,4838062.0,6839738.0,-14698570.0,-14698570.0,5862365.0,-1996467.0,-7858832.0,1.2518,0.0905,0.53918929021444,0.967,-1.1111,0.1201,10.6057,0.6657,0.967,-1.1111,0.1201,7.355,19.67,7.3546,1.2518,0.0503,1.4527,0.1992,-3.0381,139127641.0,157277219.0,0.0905,-2.0781,0.0628,0.0847,0.1008,Utilities,1,1.637001955678167
INTC,39912360000.0,15374950000.0,6623941733.656173,10529209026.087639,4701239999.999997,4176913294.028872,3165898639.999996,3126309534.789122,2.39,2.31,1378612731.1199982,1357136667.8999963,0.6374,0.435,0.282,0.209,0.1846,6975319999.999995,4984315999.999997,3278711732.522755,0.2828,0.2095,2561000000.0,19467000000.0,91900000000.0,36035000000.0,16864965145.436275,24434214427.899364,1960250000.0000043,5775839999.999995,-2815440000.0,-5588140000.0,-2759109880.7495604,-522375466.529576,3666010000.0,3.2176,0.2095,0.60794341675734,4.1661,2.104,0.5225,11.3997,2.3881,4.1661,2.104,0.5225,11.399,15.628,11.3987,3.2176,0.0643,1.7445,0.1456,-1.182,76593000000.0,71676000000.0,0.2095,-2.0618,0.1297,0.2348,0.2486,Technology,0,-2.402207470077875
MU,16358000000.0,5437000000.0,707000000.0,2350000000.0,3087000000.0,3173000000.0,3045000000.0,3045000000.0,2.87,2.54,1070823247.0,1060000000.0,0.3324,0.344,0.2155,0.18600000000000005,0.1585,5628000000.0,3525000000.0,3079000000.0,0.194,0.1861,4150000000.0,8682000000.0,22416000000.0,10786000000.0,2729000000.0,10760000000.0,1960250000.0000043,5699000000.0,-2815440000.0,-2902000000.0,-1499000000.0,768053239.9999998,2592000000.0,2.1478,0.28300000000000003,0.7297466095646,5.3764,0.361,3.9151,15.4321,2.8726,5.3764,0.361,3.9151,10.151,20.706,10.1509,2.1478,0.0875,1.8716,0.0432,-1.4774,21948000000.0,19586000000.0,0.28300000000000003,-2.9311,1.9437,1.4668,3.563666000000012,Technology,0,-59.25179900025292
AAPL,39912360000.0,15374950000.0,6623941733.656173,10529209026.087639,4701239999.999997,4176913294.028872,3165898639.999996,3126309534.789122,6.49,6.45,1378612731.1199982,1357136667.8999963,0.3859,0.336,0.2926,0.21600000000000005,0.273,6975319999.999995,4984315999.999997,3278711732.522755,0.2926,0.2161,6376899999.999985,19467000000.0,108992449999.99988,73246454407.49065,16864965145.436275,24434214427.899364,1960250000.0000043,5775839999.999995,-2815440000.0,-5588140000.0,-2759109880.7495604,-415000000.0,3666010000.0,3.2793,0.3542,0.78845664448173,9.8122,6.884,2.2749,30.0374,6.4924,9.8122,6.884,2.2749,18.33,36.657,18.3297,3.2793,0.0648,1.5113,0.0656,-1.235,82353249999.99979,85685600000.00005,0.3542,-1.6125,0.0969,0.0664,0.0715,Technology,0,-2.0822684663317723
MSFT,39912360000.0,15374950000.0,6623941733.656173,10529209026.087639,4701239999.999997,4176913294.028872,3165898639.999996,3126309534.789122,2.66,2.63,1378612731.1199982,1357136667.8999963,0.6882,0.38,0.3204,0.254,0.3111,6975319999.999995,4984315999.999997,3278711732.522755,0.3204,0.2542,6376899999.999985,13011000000.0,108992449999.99988,73246454407.49065,16864965145.436275,24434214427.899364,1960250000.0000043,5775839999.999995,-2815440000.0,-5588140000.0,-2759109880.7495604,768053239.9999998,3666010000.0,3.9669,0.2459,0.5037184425468699,3.9164,2.934,10.3276,10.4631,2.6598,3.9164,2.934,10.3276,10.819,17.505,10.8187,3.9669,0.0638,1.4724,0.2359,-1.0524,82353249999.99979,36587000000.0,0.2459,-0.6609,0.0399,0.0284,0.0372,Technology,1,21.87848689696873
HPQ,39912360000.0,11220000000.0,5361000000.0,6964000000.0,4256000000.0,4176913294.028872,3165898639.999996,3126309534.789122,2.66,2.62,1378612731.1199982,1357136667.8999963,0.1981,0.189,0.112,0.08800000000000001,0.1646,6975319999.999995,4984315999.999997,3278711732.522755,0.1051,0.0885,6376899999.999985,11340000000.0,103206000000.0,73246454407.49065,16864965145.436275,24434214427.899364,1960250000.0000043,5775839999.999995,-2815440000.0,-2792000000.0,-2759109880.7495604,768053239.9999998,3666010000.0,0.5368,0.1875,0.54891188496793,6.5531,4.9538,8.0409,30.1015,2.6637,6.5531,4.9538,8.0409,14.204,37.162,14.2035,0.5368,0.1632,2.4602,0.0946,-0.6945,69939000000.0,30596000000.0,0.1875,-1.5994,-0.5671,-0.1102,-0.4032,Technology,0,-32.125196603884646
AMD,5506000000.0,1839000000.0,604000000.0,1994000000.0,-97836600.0,-136172940.0,-142071800.0,-147297760.0,-0.53,-0.53,775340409.0,768000000.0,0.334,-0.003,-0.0401,-0.073,-0.0351,-18000000.0,-91950040.0,-147987600.0,-0.0723,-0.0732,805000000.0,302000000.0,3767000000.0,3580000000.0,-1424843000.0,187000000.0,203000000.0,-91637855.49635601,-95000000.0,-12000000.0,46000000.0,-64000000.0,-193000000.0,0.3746,-1.278135,1.4616405627821,-0.1276,-0.251,1.0482,7.1693,-0.5247,-0.1276,-0.251,1.0482,0.243,4.404,0.2435,0.3746,-0.1992,0.2432,0.1097,-0.468,3382000000.0,3349000000.0,-1.27818,-0.1237,-0.0703,-3.1456,-2.5049,Technology,1,7.490629346450938
FB,12466000000.0,10313000000.0,2653000000.0,5319000000.0,4701239999.999997,4176913294.028872,2940000000.0,2925000000.0,1.12,1.1,1378612731.1199982,1357136667.8999963,0.8273,0.494,0.3939,0.235,0.4408,6153000000.0,4910000000.0,2940000000.0,0.3939,0.2358,4315000000.0,3967000000.0,39966000000.0,3870000000.0,6099000000.0,24434214427.899364,1243000000.0,5775839999.999995,-1831000000.0,-5588140000.0,-298000000.0,768053239.9999998,3666010000.0,17.4481,0.0814,0.31191512785868,2.8026,2.102,1.6507,4.7689,1.1247,2.8026,2.102,1.6507,13.809,6.907,13.8087,17.4481,0.0144,2.5046,0.2128,-1.473,18056000000.0,12550000000.0,0.0814,-0.7005,0.7197,0.7829,0.7809999999999999,Technology,1,33.40982502671018
ORCL,38275000000.0,15374950000.0,6623941733.656173,10529209026.087639,4701239999.999997,4176913294.028872,3165898639.999996,3126309534.789122,2.42,2.38,1378612731.1199982,1357136667.8999963,0.8109,0.458,0.3819,0.28600000000000003,0.3747,6975319999.999995,4984315999.999997,3278711732.522755,0.358,0.2862,6376899999.999985,3061000000.0,90266000000.0,42819000000.0,16864965145.436275,24434214427.899364,1960250000.0000043,5775839999.999995,-580000000.0,-5588140000.0,-2759109880.7495604,768053239.9999998,3666010000.0,4.8893,0.2337,0.42402454966433,3.2953,2.846,3.9242,8.453,2.4194,3.2953,2.846,3.9242,10.353,12.031,10.3529,4.8893,0.0577,1.362,0.2248,-0.1994,54477000000.0,46416000000.0,0.2337,-0.1281,0.0415,-0.0052,0.0051,Technology,0,-16.441864939911294
JD,18566728608.3306,2158681627.3813,2799062318.3726,3095465127.5428,-97836600.0,-136172940.0,-142071800.0,-147297760.0,-1.7275,-1.7275,446199007.1036,390647117.6945,0.1163,-0.0047,-0.043,-0.0182,-0.0139,-62411800.0,-91950040.0,-147987600.0,-0.0433,-0.0434,3221333064.2557,700248143.3645,10735093961.8986,4681159993.5421,-1424843000.0,6053933968.3565,266472876.9777,208250080.7233,-465633031.9664,-2175998224.0878,1598762540.0,768053239.9999998,-257382951.2431,0.5561,-0.1332,1.7295357333833,6.6058,1.35,102.1827,545.976,-23.44468,6.6058,1.35,102.1827,5.0039,7.462999999999999,192.0346,0.5561,-0.0747,-0.0996,0.1508,-1.7474,9028979980.6264,1431745398.7729998,-0.1332,-14.7702,0.9132,-3.684956,-3.754263,Technology,1,34.32555693070289
NOK,14239709443.0993,6038740920.0969,1887409200.9685,4192493946.7312,1846246973.3656,1199757869.2494,3165898639.999996,3126309534.789122,1.138,1.0291,1378612731.1199982,1357136667.8999963,0.4241,0.1017,0.0843,0.2785,0.1645,1199757869.2494,1199757869.2494,3246973365.6174,0.0843,0.2304,6376899999.999985,866828087.1671,25500000000.0,15004842615.0121,5702179176.7554,10424939467.3123,0.0,2665859564.1646,-323244552.0581,110162089.99999987,-2759109880.7495604,-522375466.529576,2342615012.1065,2.5026,0.3147,0.55841997816076,0.4857,0.517,1.6094,2.5942,0.5977,0.4857,0.517,1.6094,2.7833,5.8679999999999986,1.8992,2.5026,0.1448,0.8125,0.1325,0.0,21973365617.4334,7785714285.7143,0.3147,-0.0589,-0.0534,0.6034,0.1327,Technology,0,-10.175752230200496
TWTR,1403002000.0,956693000.0,804016000.0,1495559000.0,-97836600.0,-136172940.0,-142071800.0,-147297760.0,-0.96,-0.96,634511461.0,604990000.0,0.6819,-0.238,-0.3866,-0.412,-0.0854,-62411800.0,-91950040.0,-147987600.0,-0.4122,-0.4118,1510724000.0,557019000.0,5583082000.0,1956679000.0,-1424843000.0,3626403000.0,208165000.0,81796000.0,-201630000.0,-1097272000.0,1598762540.0,676246000.0,-119834000.0,16.2223,-0.1593,0.25129525233554,0.1352,-0.1981,2.4971,2.319,-0.9551,0.1352,-0.1981,2.4971,5.994,8.026,5.9942,16.2223,-0.0268,-0.1416,0.5731,-0.9686,4855501000.0,4558273000.0,-0.1593,-0.3333,1.4027,0.1519,0.1525,Technology,0,-36.70678741671654
AVGO,4269000000.0,1877000000.0,407000000.0,1439000000.0,438000000.0,296000000.0,263000000.0,263000000.0,1.05,0.99,252899199.0,251000000.0,0.4397,0.242,0.0951,0.062,0.1794,1031000000.0,406000000.0,263000000.0,0.0693,0.0616,1604000000.0,1158000000.0,10491000000.0,7248000000.0,1284000000.0,3243000000.0,625000000.0,1175000000.0,-409000000.0,-5588140000.0,1598762540.0,619000000.0,766000000.0,5.1149,0.0811,0.40692021732914,4.6813,3.0518,6.3904,17.008,1.0478,4.6813,3.0518,6.3904,12.92,21.028,12.9203,5.1149,0.0122,4.4677,0.0953,-0.6544,5278000000.0,8167000000.0,0.0811,-1.6295,0.5668,-0.2877,-0.2065,Technology,1,46.76652152394804
AMAT,9072000000.0,3843000000.0,925000000.0,2353000000.0,1490000000.0,1448000000.0,1072000000.0,1072000000.0,0.88,0.87,1218394316.0,1215000000.0,0.4236,0.211,0.1701,0.118,0.1746,1918000000.0,1543000000.0,1072000000.0,0.1596,0.1182,3002000000.0,861000000.0,13174000000.0,5306000000.0,13072000000.0,7868000000.0,375000000.0,1800000000.0,-216000000.0,-161000000.0,-348000000.0,768053239.9999998,1584000000.0,2.8257,0.1362,0.68862911795962,1.4815,1.3037,2.4708,7.4667,0.8823,1.4815,1.3037,2.4708,6.476,7.341,6.4757,2.8257,0.0418,1.6791,0.102,-0.5760000000000001,8919000000.0,5041000000.0,0.1362,-0.1778,0.2849,2.4674,2.4491,Technology,0,-23.639003231809664
ZNGA,690410000.0,476840000.0,325028000.0,721581000.0,-97836600.0,-136172940.0,-142071800.0,-147297760.0,-0.26,-0.26,902854999.0,874509000.0,0.6907,-0.218,-0.3378,-0.327,-0.0125,-62411800.0,-91950040.0,-147987600.0,-0.3378,-0.3272,179350000.0,297919000.0,2348793000.0,453101000.0,-1172115000.0,1895692000.0,82894000.0,-4511000.0,-4142000.0,-344159000.0,15119000.0,-334220000.0,-8653000.0,3.4785,-0.1192,0.29394246321408,-0.0052,-0.0099,0.2051,0.7895,-0.2583,-0.0052,-0.0099,0.2051,2.168,1.865,2.1677,3.4785,-0.0977,0.02,0.4708,-0.05,1631154000.0,1082766000.0,-0.1192,-0.0047,-0.2369,-2.5954,-2.729,Technology,0,-1.8315000720495704
