,Revenue,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,returnOnEquity,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,ROE,Gross Profit Growth,Operating Income Growth,Operating Cash Flow growth,Sector,Class,2016 PRICE VAR [%]
VRTS,381977000.0,381977000.0,226826000.0,301599000.0,80378000.0,72078000.0,35106000.0,35106000.0,3.99,3.92,8667666.0,8797000.0,1.0,0.1913,-0.5605,80052000.0,73085000.0,30671000.0,0.1887,0.0919,87574000.0,90571000.0,188761000.0,9116000.0,859729000.0,76886000.0,276408000.0,-472614000.0,509624000.0,53850000.0,6967000.0,-80508630.0,-4683000.0,-6438000.0,109948000.0,-105920000.0,-214113000.0,2.6654,0.0689,0.4442993082704,2.121,1.6820747600343,1.1390110033036,2.6654,0.034,-5.9656,-0.6722,812141000.0,-87647000.0,877164000.0,0.0689,-0.1523,-0.3851,-2.5574,Financial Services,1,3.0322585678792566
BMTC,151516000.0,151516000.0,80824000.0,125590000.0,25926000.0,25926000.0,16754000.0,16754000.0,0.96,0.94,17168714.0,17488325.0,1.0,0.1711,0.2001,37958000.0,25926000.0,16754000.0,0.1711,0.1106,143067000.0,143067000.0,166511000.0,45339000.0,3030997000.0,2423743000.0,2665286000.0,174522000.0,365711000.0,2348743000.0,12032000.0,37928000.0,-7611000.0,-130689000.0,16559000.0,-76202000.0,30317000.0,3.2543,0.0458,0.04998883205757,0.068699940546502,0.059027297861201,0.059027297861201,3.2543,0.0334,2.2638,-0.6326,2902329000.0,-2498775000.0,3137771000.0,0.0458,0.2193,-0.3949,0.0066,Financial Services,1,53.05561366728536
CPTA,63976000.0,48401000.0,4052000.0,4052000.0,44349000.0,13850000.0,13850000.0,13850000.0,0.91,0.91,15765233.0,15210577.0,0.7565,0.5138,-1.5066,32872000.0,32872000.0,13850000.0,0.2165,0.2165,34105000.0,34105000.0,40254000.0,0.0,632818000.0,5141000.0,364016000.0,7271000.0,268802000.0,0.0,0.0,-80508630.0,0.0,0.0,75382000.0,-21002000.0,-96384000.0,2.9768,0.0515,0.10109699787301,7.8299941645594,7.7321532775724995,6.6339233612138,2.9768,0.0753,-6.936654,0.0,632818000.0,-323762000.0,957582000.0,0.0515,0.2859,0.3302,0.1925,Financial Services,1,20.014856368681407
CRVL,492625000.0,99969000.0,54405000.0,54405000.0,45564000.0,45564000.0,28590000.0,28590000.0,1.38,1.37,20390801.0,20669000.0,0.2029,0.0925,0.0435,63559000.0,45564000.0,28590000.0,0.0925,0.058,42835000.0,42835000.0,112047000.0,56299000.0,211573000.0,74088000.0,83650000.0,364758000.0,127923000.0,58318000.0,17995000.0,44316000.0,-22868000.0,-24268000.0,-29398000.0,-9350000.0,21448000.0,1.4243,0.2235,2.3283925642686,1.5119999999999998,1.3547673037469,0.57816380520462,1.4243,0.0401,1.5501,-1.2708,170023000.0,28397000.0,53100000.0,0.2235,-0.0785,-0.1937,-0.1913,Financial Services,0,-15.784631281325767
PMBC,36214000.0,36214000.0,30927000.0,35324000.0,890000.0,890000.0,12441000.0,11002000.0,0.54,0.53,22809211.0,20516575.0,1.0,0.0246,0.0381,1415000.0,890000.0,12441000.0,0.0246,0.3435,118586000.0,123251000.0,121502000.0,1142000.0,1062389000.0,904095000.0,928473000.0,-12476000.0,133916000.0,904095000.0,525000.0,1928000.0,-548000.0,-14360000.0,-50782000.0,-63214000.0,1380000.0,4.4908,0.0929,0.034087325828863,0.1343907443355,0.13632527555179,0.13116541956321,4.4908,0.0757,0.1752,-1.0438,1062389000.0,-806971000.0,971330000.0,0.0929,0.025,1.6026,-0.7803,Financial Services,1,3.107348437846431
MSB,26080115.0,26080115.0,1163617.0,3841463.1399999997,24767848.0,24767848.0,24767848.0,24767848.0,1.888,1.888,13120010.0,13120010.0,1.0,0.6085962485875699,0.570911,24767848.0,24767848.0,24767848.0,0.57771,0.4685579999999999,8717943.0,9228516.0,9841858.0,0.0,12509180.0,5033318062.4145775,8486493.0,1724354241.4182196,3.0,3290559668.378501,0.0,24271102.0,0.0,-50704.0,-23222418.0,997980.0,24271102.0,8.2855,0.9968170000000012,2.4435199560559515,1.6386984908775921,1.1137290913572409,0.5702382455365206,8.2855,0.1146,0.9799,0.0,10097620.0,1355365.0,1379677.0,0.9972699999999972,0.183,0.1763,0.1411,Financial Services,1,151.9915194969683
FNLC,51616000.0,51616000.0,28948000.0,29896000.0,21720000.0,21720000.0,16206000.0,16206000.0,1.52,1.51,10751035.0,10751035.0,1.0,0.4208,0.3841,23440000.0,21720000.0,16206000.0,0.4208,0.314,18312000.0,22325000.0,25105000.0,21816000.0,1564810000.0,1265512000.0,1397312000.0,106673000.0,167498000.0,1130292000.0,1720000.0,20742000.0,-917000.0,-86347000.0,66847000.0,1242000.0,19825000.0,4.2637,0.0968,0.032985474274832,0.03600406727657641,0.02963218043114296,0.014470032682423997,4.2637,0.0743,1.2799,-0.5331,1535005000.0,-1372207000.0,1854150000.0,0.0968,0.0429,0.1268,0.0136,Financial Services,1,75.80363854298096
MBCN,28504000.0,28504000.0,13740000.0,20077000.0,8427000.0,8427000.0,6865000.0,6865000.0,1.705,1.695,3746276.0,3746276.0,1.0,0.2956,0.2342,9440000.0,8427000.0,6865000.0,0.2956,0.2408,23750000.0,23750000.0,28656000.0,9772000.0,735139000.0,661356000.0,672835000.0,37236000.0,62304000.0,661356000.0,1013000.0,7182000.0,-507000.0,-59445000.0,50374000.0,-1889000.0,6675000.0,2.1292,0.1102,0.038773619682808,0.043329160089271006,0.035911067564217004,0.035911067564217004,2.1292,0.1052,1.0462,-0.5005,730504000.0,-644179000.0,752518000.0,0.1102,0.0548,-0.1169,-0.0371,Financial Services,1,23.390586173986144
NKSH,46208000.0,46208000.0,14265000.0,25635000.0,20573000.0,20573000.0,15833000.0,15833000.0,2.28,2.28,6955974.0,6955974.0,1.0,0.4452,0.4467,22321000.0,20573000.0,15833000.0,0.4452,0.3426,142963000.0,273774000.0,153531000.0,9020000.0,1203519000.0,1018915000.0,1031405000.0,171353000.0,172114000.0,1018915000.0,1748000.0,20529000.0,0.0,-49945000.0,28674000.0,-742000.0,20639000.0,5.3501,0.092,0.038394076038683,0.150680871319,0.26869169655958,0.14030905423907,5.3501,0.0642,1.2966,0.0,1197295000.0,-877874000.0,1054332000.0,0.092,-0.0068,-0.0688,0.0094,Financial Services,1,31.709049470757844
AMNB,61602000.0,61602000.0,27015000.0,40543000.0,21059000.0,21059000.0,15039000.0,15039000.0,1.73,1.73,8636842.0,8680502.0,1.0,0.3419,0.2895,24093000.0,21059000.0,15039000.0,0.3419,0.2441,95337000.0,95337000.0,104903000.0,23567000.0,1547599000.0,1303926000.0,1349764000.0,111565000.0,197835000.0,1303926000.0,3034000.0,19262000.0,-1430000.0,-17364000.0,26136000.0,28034000.0,17832000.0,3.5906,0.076,0.039804884857124,0.080451651397395,0.07311534550273599,0.07311534550273599,3.5906,0.0676,1.2808,-0.4713,1501044000.0,-1244861000.0,1483898000.0,0.076,0.1733,0.1737,0.1605,Financial Services,1,46.89775369285902
HBANO,2514258052.991497,1517710145.6562338,803203037.3751388,1132842571.8992295,432996002.328878,379760211.50299835,693000000.0,693000000.0,1.4493268292682926,1.4168387314439947,131261615.00806874,138387602.47301796,0.8703838796180333,0.21667214089291809,0.09919156825396826,660940529.9142348,693000000.0,693000000.0,0.11311364164737088,0.13339681055151828,821029907.4890943,1140120076.1549559,3415082431.3561616,437053479.68457556,71045000000.0,5033318062.4145775,64216210563.79823,-594000000.0,6595000000.0,0.0,341000000.0,500294497.6153669,-94977142.78990524,-4929000000.0,1713073796.227385,-373000000.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,4.133494500517432
CFFI,83557000.0,83557000.0,47754000.0,66174000.0,17383000.0,17383000.0,12530000.0,12530000.0,3.68,3.68,3391468.0,3401426.0,1.0,0.208,0.1619,19894000.0,17383000.0,12530000.0,0.208,0.15,152943000.0,152943000.0,205458000.0,36533000.0,1405076000.0,1086599000.0,1274017000.0,116167000.0,131059000.0,1086599000.0,2511000.0,15332000.0,-1808000.0,-83663000.0,53658000.0,-14673000.0,13524000.0,1.5830000000000002,0.0956,0.05946795760514,0.18908355336237,0.14075385675857,0.14075385675857,1.5830000000000002,0.0944,1.2236,-0.72,1389033000.0,-1068559000.0,1413351000.0,0.0956,0.031,-0.006,-0.5514,Financial Services,1,32.471536634247194
ISG,2514258052.991497,1517710145.6562338,803203037.3751388,1132842571.8992295,432996002.328878,379760211.50299835,2945109999.999978,2984166824.925854,1.4493268292682926,1.4168387314439947,131261615.00806874,138387602.47301796,0.8703838796180333,0.21667214089291809,0.09919156825396826,660940529.9142348,4558338241.042354,3112309351.409623,0.11311364164737088,0.13339681055151828,821029907.4890943,1140120076.1549559,3415082431.3561616,437053479.68457556,100579249999.99992,5033318062.4145775,64216210563.79823,0.0,22579866913.51845,0.0,634000000.0,500294497.6153669,-94977142.78990524,142097481.41721565,-2307700000.0,668325000.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,4.253684222693144
SHBI,48866000.0,48866000.0,36926000.0,37350000.0,11516000.0,11516000.0,7108000.0,7108000.0,0.56,0.56,12631160.0,12631160.0,1.0,0.2357,0.2783,13950000.0,11516000.0,7108000.0,0.2357,0.1455,73811000.0,73811000.0,81560000.0,16864000.0,1135143000.0,985017000.0,988176000.0,83097000.0,146967000.0,985017000.0,2434000.0,15118000.0,-1518000.0,-65348000.0,27818000.0,-22412000.0,13600000.0,2.8123,0.0484,0.043048320784254,0.08280060141094,0.074933732108177,0.074933732108177,2.8123,0.0515,2.1269,-0.6237,1122001000.0,-906616000.0,1054862000.0,0.0484,0.0293,0.4196,0.1471,Financial Services,1,43.22739914128547
TCFC,38394000.0,38394000.0,23887000.0,28418000.0,9976000.0,9976000.0,6343000.0,6320000.0,1.36,1.35,4710414.0,4710414.0,1.0,0.2598,0.2356,11415000.0,9976000.0,6343000.0,0.2598,0.1652,11139000.0,11139000.0,25806000.0,22156000.0,1143332000.0,957932000.0,1043549000.0,53495000.0,99783000.0,952932000.0,1439000.0,12497000.0,-3450000.0,-74594000.0,51863000.0,-10234000.0,9047000.0,2.5715,0.0636,0.033580797178772014,0.03600406727657641,0.02963218043114296,0.013248608870820699,2.5715,0.0649,1.9774,-2.3975,1143332000.0,-1017743000.0,1258810000.0,0.0636,0.0519,-0.0282,0.1753,Financial Services,1,40.59768145292155
GBL,380976000.0,380976000.0,213864000.0,233027000.0,147949000.0,135138000.0,83412000.0,83412000.0,3.28,3.24,25444244.0,25425000.0,1.0,0.3774,0.4501,144392000.0,143774000.0,83412000.0,0.3547,0.2189,13719000.0,13719000.0,58054000.0,0.0,103899000.0,93272000.0,380226000.0,-34224000.0,-54196236.080000006,61147000.0,618000.0,171465000.0,0.0,-47661000.0,-122794000.0,1025000.0,171465000.0,2.0731,-0.3019,2.4435199560559515,0.62241615919033,0.54570503473711,0.14708594219058,2.0731,0.1057,2.0556,0.0,100134000.0,-322172000.0,400811000.0,-0.3019,-0.0971,-0.1269,1.6859,Financial Services,1,4.569388951862333
AUBN,27050000.0,27050000.0,10840000.0,16010000.0,11040000.0,10678000.0,7858000.0,7858000.0,2.16,2.16,3643478.0,3643428.0,1.0,0.3948,0.3445,11844000.0,10678000.0,7858000.0,0.3948,0.2905,113930000.0,113930000.0,116162000.0,11866000.0,817189000.0,730023000.0,737240000.0,80845000.0,79949000.0,730023000.0,1166000.0,10852000.0,-1534000.0,-364000.0,19939000.0,30427000.0,9318000.0,3.9896,0.0983,0.033101277672607,0.15912101399545,0.15606357607910998,0.15606357607910998,3.9896,0.0729,1.381,-1.3156,817189000.0,-621078000.0,713427000.0,0.0983,0.0677,0.079,0.0305,Financial Services,1,11.452988908066216
OVBC,41002000.0,41002000.0,22017000.0,29619000.0,11383000.0,11383000.0,8574000.0,8574000.0,2.08,2.08,4117675.0,4117675.0,1.0,0.2776,0.206,12348000.0,11383000.0,8574000.0,0.2776,0.2091,45530000.0,47245000.0,51422000.0,10404000.0,796285000.0,673369000.0,705815000.0,65782000.0,90470000.0,673369000.0,965000.0,10398000.0,-1950000.0,-4938000.0,9093000.0,14553000.0,8448000.0,2.4655,0.0948,0.05149161418336401,0.076365261840091,0.070162125075553,0.067615230282356,2.4655,0.0847,1.2127,-2.0207,795018000.0,-654393000.0,781934000.0,0.0948,0.0127,0.017,-0.1098,Financial Services,1,14.979474197429461
AMSF,400954000.0,125409000.0,24442000.0,24442000.0,100967000.0,100967000.0,70462000.0,70462000.0,3.72,3.69,19093792.0,18941077.0,0.3128,0.2518,0.2292,102315000.0,100967000.0,70462000.0,0.2518,0.1757,69481000.0,77199000.0,365325000.0,6181000.0,1502045000.0,199532000.0,1048064000.0,268873000.0,453981000.0,168894000.0,1348000.0,92859000.0,-953000.0,-49820000.0,-64514000.0,-21475000.0,91906000.0,2.4239,0.1552,0.26693874018422,1.8309093278271005,1.3158941924102,0.3482198344125301,2.4239,0.0731,1.3179,-0.7070000000000001,1502045000.0,-682739000.0,1432564000.0,0.1552,0.2762,0.3691,-0.3399,Financial Services,1,33.198091707131574
BCRH,38100000.0,35500000.0,14700000.0,14700000.0,20800000.0,20700000.0,20700000.0,20700000.0,2.36,2.36,8752335.0,8752335.0,0.9318,0.5459,0.0866,20800000.0,20800000.0,20700000.0,0.5433,0.4685579999999999,6100000.0,6100000.0,217300000.0,0.0,217600000.0,28800000.0,30000000.0,13500000.0,187600000.0,21200000.0,0.0,3300000.0,0.0,0.0,-8700000.0,-5400000.0,3300000.0,3.9397,0.1103,0.17509191176470998,7.5451388888889,0.76388888888889,0.21180555555556,3.9397,0.1376,0.1594,0.0,217600000.0,187300000.0,224500000.0,0.1103,0.2909,0.3775,1.0203,Financial Services,1,19.7765167087192
BCTF,14998743.0,14998743.0,10121948.0,14658129.0,340614.0,340614.0,320614.0,320614.0,0.09,0.09,3438326.0,3438326.0,1.0,0.0227,0.3112,1073597.0,340614.0,320614.0,0.0227,0.0214,19824864.0,19824864.0,33150494.0,9801328.0,270984407.0,241063313.0,241340683.0,20404880.0,29643724.0,228063313.0,732983.0,5084893.0,-417788.0,-24351858.0,24267856.0,5000891.0,4667105.0,2.0155,0.0108,0.055349099846915,0.13751778977666,0.082239241439447,0.082239241439447,2.0155,0.0102,9.795838000000039,-0.57,270621627.0,-208190189.0,263796763.0,0.0108,0.7319,1.2759,2.3943,Financial Services,1,50.29451701472357
CART,13973000.0,13973000.0,8796000.0,11751000.0,2222000.0,1988000.0,824000.0,824000.0,0.18,0.18,4646000.0,4645408.0,1.0,0.1423,0.1615,2441000.0,1988000.0,1058000.0,0.1423,0.059,6311000.0,7809000.0,9291000.0,5710000.0,334049000.0,298207000.0,303585000.0,3122000.0,27884000.0,287207000.0,453000.0,2144000.0,0.0,-44326000.0,40712000.0,-1470000.0,2257000.0,2.1142,0.0296,0.041829192723223,0.03600406727657641,0.02963218043114296,0.021163151770415,2.1142,0.029,2.6019,0.0,333875000.0,-294294000.0,343245000.0,0.0296,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,3.225811165403893
CZWI,21264000.0,21823000.0,15870000.0,17403000.0,4420000.0,2830000.0,1783000.0,1783000.0,0.35,0.34,5167061.0,5167061.0,1.0,0.1331,0.3532,4003000.0,4420000.0,1783000.0,0.1331,0.0839,26864000.0,1140120076.1549559,3415082431.3561616,2669000.0,580148000.0,5033318062.4145775,518695000.0,7163000.0,61453000.0,3290559668.378501,1173000.0,5777000.0,-331000.0,285000.0,6376000.0,-6167000.0,7510000.0,2.1505,0.0311,0.036652716203452014,1.6386984908775921,1.1137290913572409,0.5702382455365206,2.1505,0.0395,4.3948,-0.2779,580044000.0,-7358243985.430833,616866000.0,0.0311,0.0263,0.5618,-0.2628,Financial Services,1,33.88462645159074
EBTC,89994000.0,89994000.0,58667000.0,65732000.0,24262000.0,24262000.0,16148000.0,16148000.0,1.56,1.55,10360876.0,10323016.0,1.0,0.2696,0.2421,29865000.0,24262000.0,16148000.0,0.2696,0.1794,51495000.0,54246000.0,75582000.0,30553000.0,2285531000.0,2090382000.0,2105204000.0,116941000.0,180327000.0,2049711000.0,5603000.0,25723000.0,-3938000.0,-259860000.0,245486000.0,11349000.0,21785000.0,2.6307,0.0895,0.039375532425506,0.036157027758563,0.02963218043114296,0.02463425345224,2.6307,0.0683,1.5930000000000002,-0.7028,2279875000.0,-2029622000.0,2296873000.0,0.0895,0.068,0.0911,0.9576,Financial Services,1,74.11309409480755
EVY,6051000.0,4987000.0,803203037.3751388,1132842571.8992295,4156000.0,4156000.0,332598563.89720786,345888646.562127,0.75,0.75,5475000.0,138387602.47301796,0.8242,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.57771,0.13339681055151828,1623000.0,1623000.0,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,-12082000.0,3261287518.9958262,3290559668.378501,99375693.10484406,6000000.0,-94977142.78990524,-675240172.134841,-6000000.0,668325000.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,0,-3.4946272043217217
FBSS,18150000.0,18150000.0,16632000.0,20186000.0,-2036000.0,-2036000.0,-612000.0,-612000.0,-0.16,-0.16,3744562.0,3744562.0,1.0,-0.1122,0.3193,-615000.0,-2036000.0,-612000.0,-0.1122,-0.0337,53215000.0,53215000.0,56035000.0,20461000.0,601400000.0,524294000.0,548767000.0,41477000.0,52633000.0,524294000.0,1421000.0,6641000.0,-845000.0,-14829000.0,-2973000.0,-11161000.0,5796000.0,3.1463,-0.0116,0.030179580977719,0.10687705752879,0.10149839593816,0.10149839593816,3.1463,-0.0105,-6.936654,-0.5947,601400000.0,-492732000.0,565316000.0,-0.0116,-0.3017,-1.3291,-0.0049,Financial Services,1,7.8513096692238875
FCCY,40173000.0,40173000.0,20162000.0,27447000.0,12726000.0,12726000.0,8664000.0,8664000.0,1.1,1.07,7924417.0,7901278.0,1.0,0.3168,0.3834,14202000.0,12726000.0,8664000.0,0.3168,0.2157,11368000.0,11368000.0,21184000.0,11109000.0,967991000.0,828017000.0,872031000.0,25589000.0,95960000.0,828017000.0,1476000.0,16110000.0,-706000.0,-22005000.0,2718000.0,-3177000.0,15404000.0,2.5387,0.0903,0.041501418918151,0.03600406727657641,0.02963218043114296,0.013729186719596002,2.5387,0.0855,1.8594,-0.4783,954707000.0,-850847000.0,1020792000.0,0.0903,0.1897,1.3441,-0.0479,Financial Services,1,49.60991340036289
FMAO,40226000.0,40226000.0,25646000.0,26067000.0,14159000.0,14159000.0,10340000.0,10340000.0,1.12,1.12,9248706.0,9248706.0,1.0,0.35200000000000004,0.3255,16221000.0,14159000.0,10340000.0,0.35200000000000004,0.257,22018000.0,22018000.0,23193000.0,20587000.0,989068000.0,858763000.0,868971000.0,120188000.0,120097000.0,858763000.0,2062000.0,14809000.0,-1716000.0,-53972000.0,36886000.0,-2277000.0,13093000.0,3.0924,0.0861,0.040670611120772006,0.03600406727657641,0.02963218043114296,0.025639204297344,3.0924,0.0833,1.4322,-0.8322,982938000.0,-845778000.0,1049735000.0,0.0861,0.0386,0.0475,-0.2272,Financial Services,1,38.317321014295416
FMNB,64533000.0,64533000.0,34506000.0,53979000.0,10554000.0,10554000.0,8055000.0,8055000.0,0.36,0.36,26971084.0,26971084.0,1.0,0.1635,0.0891,13305000.0,10554000.0,8055000.0,0.1635,0.1248,56014000.0,56014000.0,58725000.0,24190000.0,1869902000.0,1635668000.0,1671855000.0,26316000.0,198047000.0,1635668000.0,2751000.0,6323000.0,-576000.0,-23113000.0,45376000.0,28586000.0,5747000.0,3.5943,0.0407,0.03451143428907,0.03600406727657641,0.034245335850552006,0.034245335850552006,3.5943,0.0419,0.785,-0.2094,1826991000.0,-1613130000.0,2018962000.0,0.0407,0.2969,-0.0899,-0.4839,Financial Services,1,64.86797080187397
FRA,29601000.0,23718000.0,803203037.3751388,1132842571.8992295,12911000.0,12851000.0,332598563.89720786,345888646.562127,0.35,0.35,37232000.0,138387602.47301796,0.8013,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.4341,0.13339681055151828,9747000.0,9747000.0,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,-92733000.0,3261287518.9958262,3290559668.378501,99375693.10484406,78000000.0,-94977142.78990524,-675240172.134841,-69000000.0,9000000.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,18.7693069230788
GSBD,118436000.0,91214000.0,4349000.0,5411000.0,85803000.0,47146000.0,46628000.0,46628000.0,1.34,1.34,36306883.0,34782967.0,0.7702,0.4885,-1.0251,57851000.0,57851000.0,46628000.0,0.3981,0.3937,22710000.0,22710000.0,45570000.0,0.0,1132759000.0,25109000.0,444109000.0,11984000.0,688650000.0,4173000.0,0.0,-80508630.0,0.0,0.0,135510000.0,14101000.0,-121409000.0,5.8245,0.0677,0.10455533789623,1.8148870922777,0.99780955036043,0.9044565693576,5.8245,0.0705,-2.6038,0.0,1132759000.0,-398539000.0,1529049000.0,0.0677,0.478,0.4912,0.5657,Financial Services,1,35.0790659852811
